date,blood_group,units_demanded
2020-06-23,A,360
2020-06-23,AB,86
2020-06-23,B,375
2020-06-23,O,745
2020-06-24,A,418
2020-06-24,AB,81
2020-06-24,B,379
2020-06-24,O,736
2020-06-25,A,386
2020-06-25,AB,82
2020-06-25,B,377
2020-06-25,O,716
2020-06-26,A,783
2020-06-26,AB,84
2020-06-26,B,412
2020-06-26,O,721
2020-06-27,A,340
2020-06-27,AB,81
2020-06-27,B,374
2020-06-27,O,646
2020-06-28,A,351
2020-06-28,AB,83
2020-06-28,B,399
2020-06-28,O,741
2020-06-29,A,392
2020-06-29,AB,74
2020-06-29,B,394
2020-06-29,O,721
2020-06-30,A,333
2020-06-30,AB,70
2020-06-30,B,381
2020-06-30,O,662
2020-07-01,A,352
2020-07-01,AB,75
2020-07-01,B,375
2020-07-01,O,712
2020-07-02,A,361
2020-07-02,AB,80
2020-07-02,B,366
2020-07-02,O,678
2020-07-03,A,309
2020-07-03,AB,78
2020-07-03,B,366
2020-07-03,O,681
2020-07-04,A,316
2020-07-04,AB,68
2020-07-04,B,353
2020-07-04,O,634
2020-07-05,A,310
2020-07-05,AB,75
2020-07-05,B,358
2020-07-05,O,653
2020-07-06,A,338
2020-07-06,AB,60
2020-07-06,B,391
2020-07-06,O,703
2020-07-07,A,334
2020-07-07,AB,66
2020-07-07,B,342
2020-07-07,O,676
2020-07-08,A,322
2020-07-08,AB,63
2020-07-08,B,353
2020-07-08,O,623
2020-07-09,A,310
2020-07-09,AB,89
2020-07-09,B,328
2020-07-09,O,602
2020-07-10,A,303
2020-07-10,AB,62
2020-07-10,B,357
2020-07-10,O,595
2020-07-11,A,319
2020-07-11,AB,70
2020-07-11,B,336
2020-07-11,O,579
2020-07-12,A,309
2020-07-12,AB,64
2020-07-12,B,332
2020-07-12,O,566
2020-07-13,A,303
2020-07-13,AB,69
2020-07-13,B,327
2020-07-13,O,620
2020-07-14,A,347
2020-07-14,AB,75
2020-07-14,B,295
2020-07-14,O,573
2020-07-15,A,295
2020-07-15,AB,62
2020-07-15,B,351
2020-07-15,O,556
2020-07-16,A,348
2020-07-16,AB,73
2020-07-16,B,371
2020-07-16,O,604
2020-07-17,A,304
2020-07-17,AB,71
2020-07-17,B,329
2020-07-17,O,622
2020-07-18,A,289
2020-07-18,AB,74
2020-07-18,B,313
2020-07-18,O,554
2020-07-19,A,315
2020-07-19,AB,75
2020-07-19,B,325
2020-07-19,O,549
2020-07-20,A,321
2020-07-20,AB,85
2020-07-20,B,324
2020-07-20,O,623
2020-07-21,A,288
2020-07-21,AB,65
2020-07-21,B,336
2020-07-21,O,542
2020-07-22,A,313
2020-07-22,AB,89
2020-07-22,B,348
2020-07-22,O,619
2020-07-23,A,304
2020-07-23,AB,68
2020-07-23,B,351
2020-07-23,O,606
2020-07-24,A,354
2020-07-24,AB,75
2020-07-24,B,317
2020-07-24,O,621
2020-07-25,A,327
2020-07-25,AB,75
2020-07-25,B,322
2020-07-25,O,552
2020-07-26,A,337
2020-07-26,AB,68
2020-07-26,B,328
2020-07-26,O,554
2020-07-27,A,367
2020-07-27,AB,52
2020-07-27,B,348
2020-07-27,O,601
2020-07-28,A,342
2020-07-28,AB,65
2020-07-28,B,337
2020-07-28,O,556
2020-07-29,A,315
2020-07-29,AB,71
2020-07-29,B,319
2020-07-29,O,599
2020-07-30,A,325
2020-07-30,AB,60
2020-07-30,B,309
2020-07-30,O,592
2020-07-31,A,259
2020-07-31,AB,62
2020-07-31,B,332
2020-07-31,O,594
2020-08-01,A,278
2020-08-01,AB,57
2020-08-01,B,284
2020-08-01,O,564
2020-08-02,A,286
2020-08-02,AB,65
2020-08-02,B,308
2020-08-02,O,499
2020-08-03,A,297
2020-08-03,AB,56
2020-08-03,B,305
2020-08-03,O,587
2020-08-04,A,305
2020-08-04,AB,50
2020-08-04,B,346
2020-08-04,O,592
2020-08-05,A,307
2020-08-05,AB,70
2020-08-05,B,328
2020-08-05,O,619
2020-08-06,A,289
2020-08-06,AB,69
2020-08-06,B,346
2020-08-06,O,586
2020-08-07,A,302
2020-08-07,AB,54
2020-08-07,B,469
2020-08-07,O,572
2020-08-08,A,312
2020-08-08,AB,60
2020-08-08,B,306
2020-08-08,O,561
2020-08-09,A,334
2020-08-09,AB,63
2020-08-09,B,334
2020-08-09,O,621
2020-08-10,A,369
2020-08-10,AB,87
2020-08-10,B,346
2020-08-10,O,621
2020-08-11,A,348
2020-08-11,AB,71
2020-08-11,B,364
2020-08-11,O,590
2020-08-12,A,350
2020-08-12,AB,71
2020-08-12,B,368
2020-08-12,O,593
2020-08-13,A,334
2020-08-13,AB,62
2020-08-13,B,423
2020-08-13,O,614
2020-08-14,A,361
2020-08-14,AB,64
2020-08-14,B,415
2020-08-14,O,631
2020-08-15,A,377
2020-08-15,AB,60
2020-08-15,B,397
2020-08-15,O,640
2020-08-16,A,346
2020-08-16,AB,59
2020-08-16,B,408
2020-08-16,O,620
2020-08-17,A,372
2020-08-17,AB,82
2020-08-17,B,466
2020-08-17,O,665
2020-08-18,A,342
2020-08-18,AB,69
2020-08-18,B,421
2020-08-18,O,641
2020-08-19,A,354
2020-08-19,AB,62
2020-08-19,B,419
2020-08-19,O,634
2020-08-20,A,368
2020-08-20,AB,76
2020-08-20,B,452
2020-08-20,O,674
2020-08-21,A,395
2020-08-21,AB,66
2020-08-21,B,466
2020-08-21,O,646
2020-08-22,A,353
2020-08-22,AB,78
2020-08-22,B,425
2020-08-22,O,603
2020-08-23,A,369
2020-08-23,AB,64
2020-08-23,B,420
2020-08-23,O,619
2020-08-24,A,356
2020-08-24,AB,69
2020-08-24,B,411
2020-08-24,O,670
2020-08-25,A,389
2020-08-25,AB,69
2020-08-25,B,430
2020-08-25,O,677
2020-08-26,A,384
2020-08-26,AB,85
2020-08-26,B,478
2020-08-26,O,642
2020-08-27,A,405
2020-08-27,AB,82
2020-08-27,B,473
2020-08-27,O,656
2020-08-28,A,405
2020-08-28,AB,72
2020-08-28,B,460
2020-08-28,O,650
2020-08-29,A,357
2020-08-29,AB,66
2020-08-29,B,448
2020-08-29,O,664
2020-08-30,A,375
2020-08-30,AB,75
2020-08-30,B,476
2020-08-30,O,679
2020-08-31,A,442
2020-08-31,AB,71
2020-08-31,B,498
2020-08-31,O,687
2020-09-01,A,433
2020-09-01,AB,72
2020-09-01,B,491
2020-09-01,O,764
2020-09-02,A,445
2020-09-02,AB,91
2020-09-02,B,481
2020-09-02,O,745
2020-09-03,A,453
2020-09-03,AB,94
2020-09-03,B,484
2020-09-03,O,765
2020-09-04,A,435
2020-09-04,AB,82
2020-09-04,B,532
2020-09-04,O,719
2020-09-05,A,416
2020-09-05,AB,72
2020-09-05,B,449
2020-09-05,O,719
2020-09-06,A,442
2020-09-06,AB,172
2020-09-06,B,513
2020-09-06,O,692
2020-09-07,A,461
2020-09-07,AB,96
2020-09-07,B,482
2020-09-07,O,723
2020-09-08,A,410
2020-09-08,AB,97
2020-09-08,B,450
2020-09-08,O,721
2020-09-09,A,465
2020-09-09,AB,94
2020-09-09,B,530
2020-09-09,O,761
2020-09-10,A,406
2020-09-10,AB,83
2020-09-10,B,439
2020-09-10,O,740
2020-09-11,A,433
2020-09-11,AB,83
2020-09-11,B,474
2020-09-11,O,797
2020-09-12,A,412
2020-09-12,AB,91
2020-09-12,B,415
2020-09-12,O,662
2020-09-13,A,440
2020-09-13,AB,82
2020-09-13,B,462
2020-09-13,O,655
2020-09-14,A,428
2020-09-14,AB,88
2020-09-14,B,440
2020-09-14,O,695
2020-09-15,A,424
2020-09-15,AB,89
2020-09-15,B,413
2020-09-15,O,683
2020-09-16,A,410
2020-09-16,AB,69
2020-09-16,B,425
2020-09-16,O,645
2020-09-17,A,389
2020-09-17,AB,85
2020-09-17,B,460
2020-09-17,O,704
2020-09-18,A,399
2020-09-18,AB,97
2020-09-18,B,396
2020-09-18,O,665
2020-09-19,A,339
2020-09-19,AB,92
2020-09-19,B,365
2020-09-19,O,902
2020-09-20,A,377
2020-09-20,AB,88
2020-09-20,B,371
2020-09-20,O,928
2020-09-21,A,439
2020-09-21,AB,82
2020-09-21,B,422
2020-09-21,O,950
2020-09-22,A,353
2020-09-22,AB,82
2020-09-22,B,409
2020-09-22,O,901
2020-09-23,A,383
2020-09-23,AB,86
2020-09-23,B,399
2020-09-23,O,889
2020-09-24,A,375
2020-09-24,AB,81
2020-09-24,B,387
2020-09-24,O,917
2020-09-25,A,371
2020-09-25,AB,85
2020-09-25,B,368
2020-09-25,O,871
2020-09-26,A,309
2020-09-26,AB,69
2020-09-26,B,321
2020-09-26,O,833
2020-09-27,A,341
2020-09-27,AB,68
2020-09-27,B,375
2020-09-27,O,854
2020-09-28,A,402
2020-09-28,AB,77
2020-09-28,B,390
2020-09-28,O,948
2020-09-29,A,377
2020-09-29,AB,96
2020-09-29,B,361
2020-09-29,O,899
2020-09-30,A,339
2020-09-30,AB,82
2020-09-30,B,313
2020-09-30,O,873
2020-10-01,A,351
2020-10-01,AB,69
2020-10-01,B,393
2020-10-01,O,924
2020-10-02,A,342
2020-10-02,AB,73
2020-10-02,B,323
2020-10-02,O,855
2020-10-03,A,310
2020-10-03,AB,72
2020-10-03,B,300
2020-10-03,O,829
2020-10-04,A,308
2020-10-04,AB,74
2020-10-04,B,305
2020-10-04,O,831
2020-10-05,A,374
2020-10-05,AB,84
2020-10-05,B,386
2020-10-05,O,896
2020-10-06,A,356
2020-10-06,AB,65
2020-10-06,B,360
2020-10-06,O,649
2020-10-07,A,351
2020-10-07,AB,76
2020-10-07,B,322
2020-10-07,O,622
2020-10-08,A,343
2020-10-08,AB,72
2020-10-08,B,342
2020-10-08,O,615
2020-10-09,A,330
2020-10-09,AB,61
2020-10-09,B,380
2020-10-09,O,600
2020-10-10,A,281
2020-10-10,AB,46
2020-10-10,B,271
2020-10-10,O,574
2020-10-11,A,347
2020-10-11,AB,55
2020-10-11,B,356
2020-10-11,O,590
2020-10-12,A,862
2020-10-12,AB,58
2020-10-12,B,356
2020-10-12,O,661
2020-10-13,A,342
2020-10-13,AB,61
2020-10-13,B,339
2020-10-13,O,654
2020-10-14,A,280
2020-10-14,AB,72
2020-10-14,B,348
2020-10-14,O,576
2020-10-15,A,347
2020-10-15,AB,76
2020-10-15,B,334
2020-10-15,O,629
2020-10-16,A,349
2020-10-16,AB,86
2020-10-16,B,344
2020-10-16,O,627
2020-10-17,A,340
2020-10-17,AB,68
2020-10-17,B,311
2020-10-17,O,554
2020-10-18,A,354
2020-10-18,AB,68
2020-10-18,B,359
2020-10-18,O,623
2020-10-19,A,718
2020-10-19,AB,79
2020-10-19,B,381
2020-10-19,O,632
2020-10-20,A,377
2020-10-20,AB,70
2020-10-20,B,342
2020-10-20,O,619
2020-10-21,A,367
2020-10-21,AB,97
2020-10-21,B,381
2020-10-21,O,637
2020-10-22,A,370
2020-10-22,AB,72
2020-10-22,B,389
2020-10-22,O,618
2020-10-23,A,351
2020-10-23,AB,87
2020-10-23,B,329
2020-10-23,O,635
2020-10-24,A,307
2020-10-24,AB,61
2020-10-24,B,318
2020-10-24,O,556
2020-10-25,A,373
2020-10-25,AB,85
2020-10-25,B,342
2020-10-25,O,637
2020-10-26,A,394
2020-10-26,AB,71
2020-10-26,B,360
2020-10-26,O,689
2020-10-27,A,389
2020-10-27,AB,70
2020-10-27,B,391
2020-10-27,O,644
2020-10-28,A,375
2020-10-28,AB,68
2020-10-28,B,364
2020-10-28,O,681
2020-10-29,A,358
2020-10-29,AB,104
2020-10-29,B,331
2020-10-29,O,649
2020-10-30,A,383
2020-10-30,AB,69
2020-10-30,B,335
2020-10-30,O,628
2020-10-31,A,343
2020-10-31,AB,79
2020-10-31,B,315
2020-10-31,O,628
2020-11-01,A,386
2020-11-01,AB,84
2020-11-01,B,328
2020-11-01,O,647
2020-11-02,A,418
2020-11-02,AB,77
2020-11-02,B,335
2020-11-02,O,662
2020-11-03,A,424
2020-11-03,AB,87
2020-11-03,B,353
2020-11-03,O,663
2020-11-04,A,387
2020-11-04,AB,85
2020-11-04,B,370
2020-11-04,O,668
2020-11-05,A,419
2020-11-05,AB,71
2020-11-05,B,409
2020-11-05,O,697
2020-11-06,A,386
2020-11-06,AB,78
2020-11-06,B,394
2020-11-06,O,708
2020-11-07,A,370
2020-11-07,AB,72
2020-11-07,B,318
2020-11-07,O,610
2020-11-08,A,382
2020-11-08,AB,81
2020-11-08,B,361
2020-11-08,O,636
2020-11-09,A,406
2020-11-09,AB,105
2020-11-09,B,380
2020-11-09,O,675
2020-11-10,A,377
2020-11-10,AB,113
2020-11-10,B,376
2020-11-10,O,643
2020-11-11,A,389
2020-11-11,AB,91
2020-11-11,B,380
2020-11-11,O,619
2020-11-12,A,387
2020-11-12,AB,85
2020-11-12,B,423
2020-11-12,O,638
2020-11-13,A,383
2020-11-13,AB,92
2020-11-13,B,394
2020-11-13,O,656
2020-11-14,A,411
2020-11-14,AB,80
2020-11-14,B,355
2020-11-14,O,709
2020-11-15,A,414
2020-11-15,AB,98
2020-11-15,B,379
2020-11-15,O,686
2020-11-16,A,429
2020-11-16,AB,97
2020-11-16,B,384
2020-11-16,O,700
2020-11-17,A,398
2020-11-17,AB,83
2020-11-17,B,364
2020-11-17,O,720
2020-11-18,A,393
2020-11-18,AB,94
2020-11-18,B,376
2020-11-18,O,658
2020-11-19,A,412
2020-11-19,AB,91
2020-11-19,B,380
2020-11-19,O,746
2020-11-20,A,396
2020-11-20,AB,97
2020-11-20,B,365
2020-11-20,O,712
2020-11-21,A,398
2020-11-21,AB,87
2020-11-21,B,346
2020-11-21,O,700
2020-11-22,A,412
2020-11-22,AB,81
2020-11-22,B,348
2020-11-22,O,649
2020-11-23,A,406
2020-11-23,AB,91
2020-11-23,B,364
2020-11-23,O,695
2020-11-24,A,383
2020-11-24,AB,78
2020-11-24,B,342
2020-11-24,O,644
2020-11-25,A,343
2020-11-25,AB,118
2020-11-25,B,320
2020-11-25,O,672
2020-11-26,A,344
2020-11-26,AB,91
2020-11-26,B,352
2020-11-26,O,661
2020-11-27,A,362
2020-11-27,AB,85
2020-11-27,B,397
2020-11-27,O,662
2020-11-28,A,321
2020-11-28,AB,90
2020-11-28,B,303
2020-11-28,O,602
2020-11-29,A,338
2020-11-29,AB,81
2020-11-29,B,345
2020-11-29,O,606
2020-11-30,A,361
2020-11-30,AB,107
2020-11-30,B,380
2020-11-30,O,673
2020-12-01,A,333
2020-12-01,AB,100
2020-12-01,B,337
2020-12-01,O,601
2020-12-02,A,331
2020-12-02,AB,86
2020-12-02,B,369
2020-12-02,O,649
2020-12-03,A,348
2020-12-03,AB,83
2020-12-03,B,335
2020-12-03,O,697
2020-12-04,A,339
2020-12-04,AB,96
2020-12-04,B,370
2020-12-04,O,658
2020-12-05,A,305
2020-12-05,AB,73
2020-12-05,B,323
2020-12-05,O,606
2020-12-06,A,331
2020-12-06,AB,86
2020-12-06,B,330
2020-12-06,O,618
2020-12-07,A,335
2020-12-07,AB,70
2020-12-07,B,352
2020-12-07,O,562
2020-12-08,A,325
2020-12-08,AB,61
2020-12-08,B,292
2020-12-08,O,617
2020-12-09,A,315
2020-12-09,AB,71
2020-12-09,B,350
2020-12-09,O,636
2020-12-10,A,291
2020-12-10,AB,77
2020-12-10,B,325
2020-12-10,O,610
2020-12-11,A,321
2020-12-11,AB,85
2020-12-11,B,302
2020-12-11,O,600
2020-12-12,A,290
2020-12-12,AB,72
2020-12-12,B,274
2020-12-12,O,535
2020-12-13,A,345
2020-12-13,AB,76
2020-12-13,B,307
2020-12-13,O,566
2020-12-14,A,362
2020-12-14,AB,76
2020-12-14,B,305
2020-12-14,O,586
2020-12-15,A,303
2020-12-15,AB,66
2020-12-15,B,317
2020-12-15,O,601
2020-12-16,A,347
2020-12-16,AB,90
2020-12-16,B,289
2020-12-16,O,565
2020-12-17,A,322
2020-12-17,AB,83
2020-12-17,B,296
2020-12-17,O,538
2020-12-18,A,295
2020-12-18,AB,70
2020-12-18,B,309
2020-12-18,O,612
2020-12-19,A,242
2020-12-19,AB,70
2020-12-19,B,266
2020-12-19,O,530
2020-12-20,A,323
2020-12-20,AB,82
2020-12-20,B,296
2020-12-20,O,557
2020-12-21,A,338
2020-12-21,AB,80
2020-12-21,B,294
2020-12-21,O,561
2020-12-22,A,319
2020-12-22,AB,78
2020-12-22,B,288
2020-12-22,O,510
2020-12-23,A,304
2020-12-23,AB,82
2020-12-23,B,318
2020-12-23,O,558
2020-12-24,A,323
2020-12-24,AB,84
2020-12-24,B,317
2020-12-24,O,530
2020-12-25,A,330
2020-12-25,AB,73
2020-12-25,B,333
2020-12-25,O,535
2020-12-26,A,298
2020-12-26,AB,75
2020-12-26,B,318
2020-12-26,O,470
2020-12-27,A,284
2020-12-27,AB,89
2020-12-27,B,313
2020-12-27,O,490
2020-12-28,A,306
2020-12-28,AB,94
2020-12-28,B,328
2020-12-28,O,555
2020-12-29,A,302
2020-12-29,AB,74
2020-12-29,B,335
2020-12-29,O,541
2020-12-30,A,302
2020-12-30,AB,99
2020-12-30,B,317
2020-12-30,O,546
2020-12-31,A,308
2020-12-31,AB,95
2020-12-31,B,335
2020-12-31,O,548
2021-01-01,A,327
2021-01-01,AB,82
2021-01-01,B,318
2021-01-01,O,576
2021-01-02,A,325
2021-01-02,AB,66
2021-01-02,B,281
2021-01-02,O,471
2021-01-03,A,276
2021-01-03,AB,65
2021-01-03,B,262
2021-01-03,O,506
2021-01-04,A,339
2021-01-04,AB,81
2021-01-04,B,316
2021-01-04,O,522
2021-01-05,A,279
2021-01-05,AB,79
2021-01-05,B,281
2021-01-05,O,470
2021-01-06,A,304
2021-01-06,AB,71
2021-01-06,B,273
2021-01-06,O,511
2021-01-07,A,336
2021-01-07,AB,65
2021-01-07,B,302
2021-01-07,O,482
2021-01-08,A,332
2021-01-08,AB,78
2021-01-08,B,277
2021-01-08,O,467
2021-01-09,A,279
2021-01-09,AB,78
2021-01-09,B,252
2021-01-09,O,438
2021-01-10,A,299
2021-01-10,AB,69
2021-01-10,B,288
2021-01-10,O,448
2021-01-11,A,354
2021-01-11,AB,76
2021-01-11,B,273
2021-01-11,O,498
2021-01-12,A,712
2021-01-12,AB,69
2021-01-12,B,306
2021-01-12,O,476
2021-01-13,A,310
2021-01-13,AB,64
2021-01-13,B,244
2021-01-13,O,491
2021-01-14,A,316
2021-01-14,AB,80
2021-01-14,B,271
2021-01-14,O,492
2021-01-15,A,293
2021-01-15,AB,88
2021-01-15,B,297
2021-01-15,O,455
2021-01-16,A,279
2021-01-16,AB,81
2021-01-16,B,266
2021-01-16,O,420
2021-01-17,A,289
2021-01-17,AB,69
2021-01-17,B,266
2021-01-17,O,436
2021-01-18,A,313
2021-01-18,AB,82
2021-01-18,B,285
2021-01-18,O,480
2021-01-19,A,274
2021-01-19,AB,69
2021-01-19,B,295
2021-01-19,O,476
2021-01-20,A,323
2021-01-20,AB,95
2021-01-20,B,275
2021-01-20,O,470
2021-01-21,A,313
2021-01-21,AB,79
2021-01-21,B,224
2021-01-21,O,455
2021-01-22,A,256
2021-01-22,AB,79
2021-01-22,B,264
2021-01-22,O,451
2021-01-23,A,264
2021-01-23,AB,70
2021-01-23,B,278
2021-01-23,O,448
2021-01-24,A,276
2021-01-24,AB,74
2021-01-24,B,302
2021-01-24,O,485
2021-01-25,A,305
2021-01-25,AB,85
2021-01-25,B,282
2021-01-25,O,499
2021-01-26,A,292
2021-01-26,AB,74
2021-01-26,B,273
2021-01-26,O,454
2021-01-27,A,298
2021-01-27,AB,70
2021-01-27,B,278
2021-01-27,O,531
2021-01-28,A,322
2021-01-28,AB,66
2021-01-28,B,286
2021-01-28,O,503
2021-01-29,A,340
2021-01-29,AB,69
2021-01-29,B,546
2021-01-29,O,765
2021-01-30,A,294
2021-01-30,AB,71
2021-01-30,B,274
2021-01-30,O,1250
2021-01-31,A,330
2021-01-31,AB,67
2021-01-31,B,260
2021-01-31,O,837
2021-02-01,A,283
2021-02-01,AB,84
2021-02-01,B,303
2021-02-01,O,898
2021-02-02,A,320
2021-02-02,AB,71
2021-02-02,B,276
2021-02-02,O,847
2021-02-03,A,301
2021-02-03,AB,69
2021-02-03,B,269
2021-02-03,O,838
2021-02-04,A,349
2021-02-04,AB,84
2021-02-04,B,314
2021-02-04,O,807
2021-02-05,A,295
2021-02-05,AB,68
2021-02-05,B,297
2021-02-05,O,840
2021-02-06,A,294
2021-02-06,AB,88
2021-02-06,B,264
2021-02-06,O,829
2021-02-07,A,305
2021-02-07,AB,63
2021-02-07,B,272
2021-02-07,O,813
2021-02-08,A,336
2021-02-08,AB,82
2021-02-08,B,364
2021-02-08,O,901
2021-02-09,A,348
2021-02-09,AB,65
2021-02-09,B,327
2021-02-09,O,826
2021-02-10,A,333
2021-02-10,AB,70
2021-02-10,B,334
2021-02-10,O,902
2021-02-11,A,315
2021-02-11,AB,81
2021-02-11,B,346
2021-02-11,O,859
2021-02-12,A,293
2021-02-12,AB,84
2021-02-12,B,307
2021-02-12,O,915
2021-02-13,A,314
2021-02-13,AB,85
2021-02-13,B,334
2021-02-13,O,888
2021-02-14,A,341
2021-02-14,AB,69
2021-02-14,B,360
2021-02-14,O,947
2021-02-15,A,346
2021-02-15,AB,78
2021-02-15,B,398
2021-02-15,O,580
2021-02-16,A,335
2021-02-16,AB,77
2021-02-16,B,341
2021-02-16,O,530
2021-02-17,A,324
2021-02-17,AB,88
2021-02-17,B,354
2021-02-17,O,594
2021-02-18,A,348
2021-02-18,AB,76
2021-02-18,B,374
2021-02-18,O,603
2021-02-19,A,310
2021-02-19,AB,97
2021-02-19,B,370
2021-02-19,O,572
2021-02-20,A,308
2021-02-20,AB,72
2021-02-20,B,313
2021-02-20,O,545
2021-02-21,A,319
2021-02-21,AB,63
2021-02-21,B,345
2021-02-21,O,517
2021-02-22,A,331
2021-02-22,AB,78
2021-02-22,B,366
2021-02-22,O,594
2021-02-23,A,300
2021-02-23,AB,88
2021-02-23,B,347
2021-02-23,O,554
2021-02-24,A,341
2021-02-24,AB,69
2021-02-24,B,391
2021-02-24,O,551
2021-02-25,A,345
2021-02-25,AB,73
2021-02-25,B,387
2021-02-25,O,557
2021-02-26,A,325
2021-02-26,AB,63
2021-02-26,B,356
2021-02-26,O,579
2021-02-27,A,305
2021-02-27,AB,84
2021-02-27,B,343
2021-02-27,O,532
2021-02-28,A,315
2021-02-28,AB,70
2021-02-28,B,355
2021-02-28,O,502
2021-03-01,A,312
2021-03-01,AB,82
2021-03-01,B,353
2021-03-01,O,576
2021-03-02,A,307
2021-03-02,AB,79
2021-03-02,B,326
2021-03-02,O,580
2021-03-03,A,308
2021-03-03,AB,65
2021-03-03,B,342
2021-03-03,O,556
2021-03-04,A,332
2021-03-04,AB,82
2021-03-04,B,320
2021-03-04,O,636
2021-03-05,A,285
2021-03-05,AB,69
2021-03-05,B,340
2021-03-05,O,567
2021-03-06,A,309
2021-03-06,AB,78
2021-03-06,B,342
2021-03-06,O,523
2021-03-07,A,262
2021-03-07,AB,52
2021-03-07,B,334
2021-03-07,O,555
2021-03-08,A,300
2021-03-08,AB,72
2021-03-08,B,381
2021-03-08,O,572
2021-03-09,A,274
2021-03-09,AB,109
2021-03-09,B,370
2021-03-09,O,560
2021-03-10,A,318
2021-03-10,AB,84
2021-03-10,B,321
2021-03-10,O,527
2021-03-11,A,305
2021-03-11,AB,71
2021-03-11,B,335
2021-03-11,O,479
2021-03-12,A,275
2021-03-12,AB,77
2021-03-12,B,319
2021-03-12,O,532
2021-03-13,A,262
2021-03-13,AB,69
2021-03-13,B,282
2021-03-13,O,456
2021-03-14,A,269
2021-03-14,AB,66
2021-03-14,B,283
2021-03-14,O,497
2021-03-15,A,267
2021-03-15,AB,93
2021-03-15,B,346
2021-03-15,O,522
2021-03-16,A,276
2021-03-16,AB,73
2021-03-16,B,314
2021-03-16,O,486
2021-03-17,A,299
2021-03-17,AB,78
2021-03-17,B,301
2021-03-17,O,476
2021-03-18,A,295
2021-03-18,AB,79
2021-03-18,B,313
2021-03-18,O,484
2021-03-19,A,317
2021-03-19,AB,84
2021-03-19,B,281
2021-03-19,O,529
2021-03-20,A,261
2021-03-20,AB,71
2021-03-20,B,279
2021-03-20,O,446
2021-03-21,A,284
2021-03-21,AB,78
2021-03-21,B,257
2021-03-21,O,497
2021-03-22,A,317
2021-03-22,AB,63
2021-03-22,B,290
2021-03-22,O,588
2021-03-23,A,328
2021-03-23,AB,81
2021-03-23,B,281
2021-03-23,O,558
2021-03-24,A,303
2021-03-24,AB,73
2021-03-24,B,307
2021-03-24,O,588
2021-03-25,A,288
2021-03-25,AB,85
2021-03-25,B,308
2021-03-25,O,570
2021-03-26,A,288
2021-03-26,AB,73
2021-03-26,B,307
2021-03-26,O,512
2021-03-27,A,291
2021-03-27,AB,64
2021-03-27,B,267
2021-03-27,O,528
2021-03-28,A,326
2021-03-28,AB,91
2021-03-28,B,306
2021-03-28,O,483
2021-03-29,A,311
2021-03-29,AB,83
2021-03-29,B,330
2021-03-29,O,542
2021-03-30,A,326
2021-03-30,AB,64
2021-03-30,B,270
2021-03-30,O,520
2021-03-31,A,307
2021-03-31,AB,73
2021-03-31,B,304
2021-03-31,O,502
2021-04-01,A,339
2021-04-01,AB,94
2021-04-01,B,344
2021-04-01,O,512
2021-04-02,A,296
2021-04-02,AB,89
2021-04-02,B,620
2021-04-02,O,532
2021-04-03,A,294
2021-04-03,AB,65
2021-04-03,B,267
2021-04-03,O,488
2021-04-04,A,282
2021-04-04,AB,77
2021-04-04,B,311
2021-04-04,O,467
2021-04-05,A,285
2021-04-05,AB,77
2021-04-05,B,324
2021-04-05,O,545
2021-04-06,A,321
2021-04-06,AB,90
2021-04-06,B,331
2021-04-06,O,509
2021-04-07,A,308
2021-04-07,AB,84
2021-04-07,B,320
2021-04-07,O,529
2021-04-08,A,303
2021-04-08,AB,65
2021-04-08,B,383
2021-04-08,O,547
2021-04-09,A,327
2021-04-09,AB,80
2021-04-09,B,341
2021-04-09,O,558
2021-04-10,A,282
2021-04-10,AB,82
2021-04-10,B,359
2021-04-10,O,443
2021-04-11,A,284
2021-04-11,AB,68
2021-04-11,B,315
2021-04-11,O,454
2021-04-12,A,359
2021-04-12,AB,103
2021-04-12,B,383
2021-04-12,O,534
2021-04-13,A,330
2021-04-13,AB,78
2021-04-13,B,380
2021-04-13,O,487
2021-04-14,A,360
2021-04-14,AB,86
2021-04-14,B,310
2021-04-14,O,544
2021-04-15,A,323
2021-04-15,AB,86
2021-04-15,B,357
2021-04-15,O,509
2021-04-16,A,655
2021-04-16,AB,72
2021-04-16,B,361
2021-04-16,O,478
2021-04-17,A,300
2021-04-17,AB,60
2021-04-17,B,319
2021-04-17,O,448
2021-04-18,A,301
2021-04-18,AB,61
2021-04-18,B,334
2021-04-18,O,485
2021-04-19,A,289
2021-04-19,AB,75
2021-04-19,B,380
2021-04-19,O,555
2021-04-20,A,304
2021-04-20,AB,76
2021-04-20,B,323
2021-04-20,O,521
2021-04-21,A,282
2021-04-21,AB,82
2021-04-21,B,323
2021-04-21,O,505
2021-04-22,A,280
2021-04-22,AB,74
2021-04-22,B,375
2021-04-22,O,518
2021-04-23,A,315
2021-04-23,AB,66
2021-04-23,B,383
2021-04-23,O,453
2021-04-24,A,296
2021-04-24,AB,52
2021-04-24,B,331
2021-04-24,O,448
2021-04-25,A,278
2021-04-25,AB,67
2021-04-25,B,343
2021-04-25,O,463
2021-04-26,A,286
2021-04-26,AB,93
2021-04-26,B,319
2021-04-26,O,536
2021-04-27,A,272
2021-04-27,AB,61
2021-04-27,B,358
2021-04-27,O,499
2021-04-28,A,293
2021-04-28,AB,69
2021-04-28,B,334
2021-04-28,O,445
2021-04-29,A,282
2021-04-29,AB,54
2021-04-29,B,317
