issue_id,request_id,unit_id,issue_date,exact_match
BI0032390,BR0008172,BU0033264,2023-12-28,Yes
BI0032391,BR0008172,BU0004486,2023-12-28,Yes
BI0032392,BR0030304,BU0014293,2023-12-28,Yes
BI0032393,BR0016106,BU0029219,2023-12-28,Yes
BI0032394,BR0019795,BU0015207,2023-12-28,No
BI0032395,BR0030303,BU0039545,2023-12-28,Yes
BI0032396,BR0030305,BU0003793,2023-12-28,Yes
BI0032397,BR0030308,BU0007162,2023-12-29,Yes
BI0032398,BR0008173,BU0025633,2023-12-29,Yes
BI0032399,BR0008173,BU0024717,2023-12-29,Yes
BI0032400,BR0016107,BU0034753,2023-12-29,Yes
BI0032401,BR0030306,BU0018354,2023-12-29,Yes
BI0032402,BR0030307,BU0018355,2023-12-29,Yes
BI0032403,BR0008174,BU0026927,2023-12-30,Yes
BI0032404,BR0008175,BU0026928,2023-12-30,Yes
BI0032405,BR0016108,BU0034754,2023-12-30,Yes
BI0032406,BR0030309,BU0020633,2023-12-30,Yes
BI0032407,BR0030310,BU0002769,2023-12-30,Yes
BI0032408,BR0030310,BU0002770,2023-12-30,Yes
BI0032409,BR0008176,BU0027494,2023-12-31,Yes
BI0032410,BR0030313,BU0016795,2023-12-31,Yes
BI0032411,BR0008177,BU0032773,2023-12-31,Yes
BI0032412,BR0016109,BU0038787,2023-12-31,Yes
BI0032413,BR0019796,BU0034600,2023-12-31,No
BI0032414,BR0030311,BU0016796,2023-12-31,Yes
BI0032415,BR0030312,BU0017785,2023-12-31,Yes
BI0032416,BR0030315,BU0003634,2024-01-01,Yes
BI0032417,BR0016110,BU0008429,2024-01-01,Yes
BI0032418,BR0019797,BU0026214,2024-01-01,Yes
BI0032419,BR0008178,BU0037184,2024-01-01,Yes
BI0032420,BR0008179,BU0023804,2024-01-01,Yes
BI0032421,BR0030314,BU0031074,2024-01-01,Yes
BI0032422,BR0030314,BU0042044,2024-01-01,Yes
BI0032423,BR0008180,BU0029292,2024-01-02,Yes
BI0032424,BR0008181,BU0031957,2024-01-02,Yes
BI0032425,BR0016111,BU0026636,2024-01-02,Yes
BI0032426,BR0019798,BU0038757,2024-01-02,No
BI0032427,BR0030316,BU0001868,2024-01-02,Yes
BI0032428,BR0030316,BU0004441,2024-01-02,Yes
BI0032429,BR0030316,BU0008304,2024-01-02,Yes
BI0032430,BR0030317,BU0034924,2024-01-03,Yes
BI0032431,BR0008182,BU0009196,2024-01-03,Yes
BI0032432,BR0008182,BU0018324,2024-01-03,Yes
BI0032433,BR0016112,BU0002740,2024-01-03,Yes
BI0032434,BR0019799,BU0019225,2024-01-03,No
BI0032435,BR0030318,BU0036025,2024-01-03,Yes
BI0032436,BR0030319,BU0001970,2024-01-03,Yes
BI0032437,BR0019800,BU0020419,2024-01-04,No
BI0032438,BR0008183,BU0001789,2024-01-04,Yes
BI0032439,BR0008183,BU0001790,2024-01-04,Yes
BI0032440,BR0030321,BU0001971,2024-01-04,Yes
BI0032441,BR0016113,BU0035488,2024-01-04,Yes
BI0032442,BR0030320,BU0002572,2024-01-04,Yes
BI0032443,BR0030320,BU0009756,2024-01-04,Yes
BI0032444,BR0019801,BU0020570,2024-01-05,No
BI0032445,BR0030323,BU0029349,2024-01-05,Yes
BI0032446,BR0008184,BU0023169,2024-01-05,Yes
BI0032447,BR0008184,BU0025281,2024-01-05,Yes
BI0032448,BR0016114,BU0000445,2024-01-05,Yes
BI0032449,BR0030322,BU0004821,2024-01-05,Yes
BI0032450,BR0030322,BU0028615,2024-01-05,Yes
BI0032451,BR0030324,BU0038687,2024-01-06,Yes
BI0032452,BR0030324,BU0024183,2024-01-06,Yes
BI0032453,BR0030324,BU0041656,2024-01-06,Yes
BI0032454,BR0016115,BU0023953,2024-01-06,Yes
BI0032455,BR0008185,BU0030466,2024-01-06,Yes
BI0032456,BR0008185,BU0041724,2024-01-06,Yes
BI0032457,BR0030325,BU0007132,2024-01-07,Yes
BI0032458,BR0008186,BU0031427,2024-01-07,Yes
BI0032459,BR0008187,BU0000526,2024-01-07,Yes
BI0032460,BR0016116,BU0011227,2024-01-07,Yes
BI0032461,BR0019802,BU0006050,2024-01-07,Yes
BI0032462,BR0030326,BU0027601,2024-01-07,Yes
BI0032463,BR0030327,BU0027602,2024-01-07,Yes
BI0032464,BR0008188,BU0040975,2024-01-08,Yes
BI0032465,BR0008188,BU0015663,2024-01-08,Yes
BI0032466,BR0016117,BU0016076,2024-01-08,Yes
BI0032467,BR0030328,BU0017881,2024-01-08,Yes
BI0032468,BR0030329,BU0002837,2024-01-08,Yes
BI0032469,BR0030329,BU0002838,2024-01-08,Yes
BI0032470,BR0008190,BU0019471,2024-01-09,Yes
BI0032471,BR0030330,BU0014680,2024-01-09,Yes
BI0032472,BR0030330,BU0014697,2024-01-09,Yes
BI0032473,BR0030331,BU0025143,2024-01-09,Yes
BI0032474,BR0008189,BU0023443,2024-01-09,Yes
BI0032475,BR0016118,BU0038198,2024-01-09,Yes
BI0032476,BR0019803,BU0027682,2024-01-09,Yes
BI0032477,BR0030333,BU0029049,2024-01-10,Yes
BI0032478,BR0008191,BU0041578,2024-01-10,Yes
BI0032479,BR0008191,BU0001640,2024-01-10,Yes
BI0032480,BR0016119,BU0009066,2024-01-10,Yes
BI0032481,BR0019804,BU0019785,2024-01-10,No
BI0032482,BR0030332,BU0029050,2024-01-10,Yes
BI0032483,BR0030332,BU0039978,2024-01-10,Yes
BI0032484,BR0030334,BU0017365,2024-01-11,Yes
BI0032485,BR0008192,BU0002302,2024-01-11,Yes
BI0032486,BR0008193,BU0008670,2024-01-11,Yes
BI0032487,BR0016120,BU0038547,2024-01-11,Yes
BI0032488,BR0019805,BU0012077,2024-01-11,No
BI0032489,BR0030335,BU0026455,2024-01-11,Yes
BI0032490,BR0030335,BU0027027,2024-01-11,Yes
BI0032491,BR0030336,BU0003982,2024-01-11,Yes
BI0032492,BR0030337,BU0037894,2024-01-11,Yes
BI0032493,BR0008194,BU0032051,2024-01-12,Yes
BI0032494,BR0008195,BU0023303,2024-01-12,Yes
BI0032495,BR0016121,BU0038548,2024-01-12,Yes
BI0032496,BR0019806,BU0001155,2024-01-12,No
BI0032497,BR0030338,BU0011530,2024-01-12,Yes
BI0032498,BR0030338,BU0012929,2024-01-12,Yes
BI0032499,BR0030338,BU0019507,2024-01-12,Yes
BI0032500,BR0030340,BU0028385,2024-01-13,Yes
BI0032501,BR0030340,BU0010278,2024-01-13,Yes
BI0032502,BR0008196,BU0009377,2024-01-13,Yes
BI0032503,BR0008197,BU0033783,2024-01-13,Yes
BI0032504,BR0016122,BU0037100,2024-01-13,Yes
BI0032505,BR0030339,BU0016493,2024-01-13,Yes
BI0032506,BR0008199,BU0040028,2024-01-14,Yes
BI0032507,BR0008198,BU0010452,2024-01-14,Yes
BI0032508,BR0016123,BU0001944,2024-01-14,Yes
BI0032509,BR0019807,BU0024604,2024-01-14,Yes
BI0032510,BR0030341,BU0026003,2024-01-14,Yes
BI0032511,BR0030341,BU0035993,2024-01-14,Yes
BI0032512,BR0030341,BU0037417,2024-01-14,Yes
BI0032513,BR0008200,BU0010453,2024-01-15,Yes
BI0032514,BR0008201,BU0017125,2024-01-15,Yes
BI0032515,BR0016124,BU0011279,2024-01-15,Yes
BI0032516,BR0019808,BU0027011,2024-01-15,No
BI0032517,BR0030342,BU0013329,2024-01-15,Yes
BI0032518,BR0030343,BU0023524,2024-01-15,Yes
BI0032519,BR0030344,BU0031401,2024-01-15,Yes
BI0032520,BR0008202,BU0014951,2024-01-16,Yes
BI0032521,BR0008203,BU0031374,2024-01-16,Yes
BI0032522,BR0016125,BU0036011,2024-01-16,Yes
BI0032523,BR0019809,BU0008211,2024-01-16,No
BI0032524,BR0030345,BU0035417,2024-01-16,Yes
BI0032525,BR0030346,BU0002713,2024-01-16,Yes
BI0032526,BR0030346,BU0007933,2024-01-16,Yes
BI0032527,BR0019810,BU0029546,2024-01-17,Yes
BI0032528,BR0030348,BU0030394,2024-01-17,Yes
BI0032529,BR0030348,BU0018722,2024-01-17,Yes
BI0032530,BR0008204,BU0031851,2024-01-17,Yes
BI0032531,BR0008205,BU0034994,2024-01-17,Yes
BI0032532,BR0016126,BU0000056,2024-01-17,Yes
BI0032533,BR0030347,BU0020552,2024-01-17,Yes
BI0032534,BR0019811,BU0036484,2024-01-18,Yes
BI0032535,BR0008206,BU0036320,2024-01-18,Yes
BI0032536,BR0008207,BU0041297,2024-01-18,Yes
BI0032537,BR0016127,BU0014868,2024-01-18,Yes
BI0032538,BR0030349,BU0026287,2024-01-18,Yes
BI0032539,BR0030349,BU0017694,2024-01-18,Yes
BI0032540,BR0030349,BU0020057,2024-01-18,Yes
BI0032541,BR0008208,BU0026774,2024-01-19,Yes
BI0032542,BR0008208,BU0030991,2024-01-19,Yes
BI0032543,BR0016128,BU0014869,2024-01-19,Yes
BI0032544,BR0019812,BU0037386,2024-01-19,Yes
BI0032545,BR0030350,BU0023427,2024-01-19,Yes
BI0032546,BR0030350,BU0030390,2024-01-19,Yes
BI0032547,BR0030350,BU0037580,2024-01-19,Yes
BI0032548,BR0016129,BU0011540,2024-01-20,Yes
BI0032549,BR0008209,BU0038045,2024-01-20,Yes
BI0032550,BR0008209,BU0024140,2024-01-20,Yes
BI0032551,BR0030351,BU0020641,2024-01-20,Yes
BI0032552,BR0030351,BU0029407,2024-01-20,Yes
BI0032553,BR0030352,BU0003185,2024-01-20,Yes
BI0032554,BR0008210,BU0027446,2024-01-21,Yes
BI0032555,BR0008211,BU0002602,2024-01-21,Yes
BI0032556,BR0016130,BU0009219,2024-01-21,Yes
BI0032557,BR0019813,BU0004249,2024-01-21,Yes
BI0032558,BR0030353,BU0009056,2024-01-21,Yes
BI0032559,BR0030353,BU0012439,2024-01-21,Yes
BI0032560,BR0030353,BU0015907,2024-01-21,Yes
BI0032561,BR0016131,BU0010343,2024-01-22,Yes
BI0032562,BR0019814,BU0023960,2024-01-22,Yes
BI0032563,BR0008212,BU0011326,2024-01-22,Yes
BI0032564,BR0008213,BU0021230,2024-01-22,Yes
BI0032565,BR0030354,BU0034684,2024-01-22,Yes
BI0032566,BR0030355,BU0004162,2024-01-22,Yes
BI0032567,BR0030355,BU0032775,2024-01-22,Yes
BI0032568,BR0030358,BU0033618,2024-01-23,Yes
BI0032569,BR0008214,BU0014427,2024-01-23,Yes
BI0032570,BR0008214,BU0018558,2024-01-23,Yes
BI0032571,BR0016132,BU0041397,2024-01-23,Yes
BI0032572,BR0019815,BU0001655,2024-01-23,No
BI0032573,BR0030356,BU0007872,2024-01-23,Yes
BI0032574,BR0030357,BU0010223,2024-01-23,Yes
BI0032575,BR0008216,BU0023253,2024-01-24,Yes
BI0032576,BR0030359,BU0006288,2024-01-24,Yes
BI0032577,BR0008215,BU0003932,2024-01-24,Yes
BI0032578,BR0016133,BU0011115,2024-01-24,Yes
BI0032579,BR0030360,BU0031442,2024-01-24,Yes
BI0032580,BR0019816,BU0018555,2024-01-25,Yes
BI0032581,BR0008217,BU0028981,2024-01-25,Yes
BI0032582,BR0008218,BU0010936,2024-01-25,Yes
BI0032583,BR0016134,BU0040622,2024-01-25,Yes
BI0032584,BR0030361,BU0001429,2024-01-25,Yes
BI0032585,BR0030361,BU0002012,2024-01-25,Yes
BI0032586,BR0030361,BU0009016,2024-01-25,Yes
BI0032587,BR0030363,BU0016277,2024-01-26,Yes
BI0032588,BR0030363,BU0016278,2024-01-26,Yes
BI0032589,BR0008219,BU0013756,2024-01-26,Yes
BI0032590,BR0008220,BU0013757,2024-01-26,Yes
BI0032591,BR0016135,BU0000031,2024-01-26,Yes
BI0032592,BR0019817,BU0032328,2024-01-26,Yes
BI0032593,BR0030362,BU0032790,2024-01-26,Yes
BI0032594,BR0008221,BU0021531,2024-01-27,Yes
BI0032595,BR0008221,BU0001973,2024-01-27,Yes
BI0032596,BR0016136,BU0012121,2024-01-27,Yes
BI0032597,BR0030365,BU0017761,2024-01-27,Yes
BI0032598,BR0030365,BU0003097,2024-01-27,Yes
BI0032599,BR0008222,BU0008186,2024-01-28,Yes
BI0032600,BR0008222,BU0007333,2024-01-28,Yes
BI0032601,BR0030367,BU0003098,2024-01-28,Yes
BI0032602,BR0016137,BU0005286,2024-01-28,Yes
BI0032603,BR0030366,BU0029423,2024-01-28,Yes
BI0032604,BR0030366,BU0029314,2024-01-28,Yes
BI0032605,BR0008223,BU0009365,2024-01-29,Yes
BI0032606,BR0008224,BU0035360,2024-01-29,Yes
BI0032607,BR0016138,BU0013805,2024-01-29,Yes
BI0032608,BR0019818,BU0005213,2024-01-29,Yes
BI0032609,BR0030368,BU0029315,2024-01-29,Yes
BI0032610,BR0030369,BU0034211,2024-01-29,Yes
BI0032611,BR0030369,BU0000520,2024-01-29,Yes
BI0032612,BR0030370,BU0009310,2024-01-30,Yes
BI0032613,BR0016139,BU0040015,2024-01-30,Yes
BI0032614,BR0008225,BU0001415,2024-01-30,Yes
BI0032615,BR0008225,BU0026162,2024-01-30,Yes
BI0032616,BR0019819,BU0016221,2024-01-30,Yes
BI0032617,BR0008227,BU0036925,2024-01-31,Yes
BI0032618,BR0030372,BU0033237,2024-01-31,Yes
BI0032619,BR0016140,BU0013974,2024-01-31,Yes
BI0032620,BR0008226,BU0025932,2024-01-31,Yes
BI0032621,BR0019820,BU0016938,2024-01-31,Yes
BI0032622,BR0008228,BU0033123,2024-02-01,Yes
BI0032623,BR0008229,BU0002107,2024-02-01,Yes
BI0032624,BR0016141,BU0027464,2024-02-01,Yes
BI0032625,BR0019821,BU0010766,2024-02-01,Yes
BI0032626,BR0008230,BU0042043,2024-02-02,Yes
BI0032627,BR0008230,BU0028539,2024-02-02,Yes
BI0032628,BR0016142,BU0028408,2024-02-02,Yes
BI0032629,BR0019822,BU0014075,2024-02-02,Yes
BI0032630,BR0030376,BU0009043,2024-02-02,Yes
BI0032631,BR0030377,BU0012942,2024-02-02,Yes
BI0032632,BR0019823,BU0031913,2024-02-03,Yes
BI0032633,BR0008231,BU0004182,2024-02-03,Yes
BI0032634,BR0008231,BU0023841,2024-02-03,No
BI0032635,BR0016143,BU0006735,2024-02-03,Yes
BI0032636,BR0030378,BU0010662,2024-02-03,Yes
BI0032637,BR0030379,BU0007456,2024-02-03,Yes
BI0032638,BR0008232,BU0038696,2024-02-04,Yes
BI0032639,BR0008233,BU0034368,2024-02-04,No
BI0032640,BR0016144,BU0030198,2024-02-04,Yes
BI0032641,BR0019824,BU0001260,2024-02-04,Yes
BI0032642,BR0030380,BU0017713,2024-02-04,Yes
BI0032643,BR0030380,BU0030982,2024-02-04,Yes
BI0032644,BR0030381,BU0032881,2024-02-04,Yes
BI0032645,BR0019825,BU0009146,2024-02-05,No
BI0032646,BR0008235,BU0025499,2024-02-05,Yes
BI0032647,BR0008234,BU0033806,2024-02-05,No
BI0032648,BR0016145,BU0030199,2024-02-05,Yes
BI0032649,BR0030382,BU0016416,2024-02-05,Yes
BI0032650,BR0030382,BU0026441,2024-02-05,Yes
BI0032651,BR0030383,BU0038472,2024-02-05,Yes
BI0032652,BR0008236,BU0015804,2024-02-06,Yes
BI0032653,BR0008236,BU0019822,2024-02-06,Yes
BI0032654,BR0016146,BU0038450,2024-02-06,Yes
BI0032655,BR0030384,BU0041862,2024-02-06,Yes
BI0032656,BR0030384,BU0019735,2024-02-06,Yes
BI0032657,BR0030384,BU0025983,2024-02-06,Yes
BI0032658,BR0016147,BU0035377,2024-02-07,Yes
BI0032659,BR0030385,BU0041098,2024-02-07,Yes
BI0032660,BR0008237,BU0000814,2024-02-07,Yes
BI0032661,BR0008237,BU0008322,2024-02-07,Yes
BI0032662,BR0030386,BU0003515,2024-02-07,Yes
BI0032663,BR0030386,BU0024835,2024-02-07,Yes
BI0032664,BR0030387,BU0003255,2024-02-08,Yes
BI0032665,BR0030387,BU0005710,2024-02-08,Yes
BI0032666,BR0008238,BU0010990,2024-02-08,Yes
BI0032667,BR0008239,BU0023686,2024-02-08,Yes
BI0032668,BR0016148,BU0004323,2024-02-08,Yes
BI0032669,BR0030388,BU0013742,2024-02-08,Yes
BI0032670,BR0008241,BU0041268,2024-02-09,Yes
BI0032671,BR0030389,BU0041388,2024-02-09,Yes
BI0032672,BR0030389,BU0007492,2024-02-09,Yes
BI0032673,BR0008240,BU0002851,2024-02-09,Yes
BI0032674,BR0016149,BU0000981,2024-02-09,Yes
BI0032675,BR0019826,BU0020450,2024-02-09,Yes
BI0032676,BR0030390,BU0011352,2024-02-09,Yes
BI0032677,BR0030391,BU0022088,2024-02-10,Yes
BI0032678,BR0030391,BU0010669,2024-02-10,Yes
BI0032679,BR0030391,BU0010670,2024-02-10,Yes
BI0032680,BR0008242,BU0002852,2024-02-10,Yes
BI0032681,BR0008242,BU0006310,2024-02-10,Yes
BI0032682,BR0016150,BU0004235,2024-02-10,Yes
BI0032683,BR0016151,BU0009759,2024-02-11,Yes
BI0032684,BR0008243,BU0007928,2024-02-11,Yes
BI0032685,BR0030392,BU0013419,2024-02-11,Yes
BI0032686,BR0030393,BU0019724,2024-02-11,Yes
BI0032687,BR0008244,BU0036174,2024-02-12,Yes
BI0032688,BR0008245,BU0041272,2024-02-12,Yes
BI0032689,BR0030395,BU0027863,2024-02-12,Yes
BI0032690,BR0016152,BU0020976,2024-02-12,Yes
BI0032691,BR0030394,BU0028041,2024-02-12,Yes
BI0032692,BR0030394,BU0028042,2024-02-12,Yes
BI0032693,BR0030394,BU0040531,2024-02-12,Yes
BI0032694,BR0030394,BU0020258,2024-02-12,Yes
BI0032695,BR0008247,BU0007010,2024-02-13,Yes
BI0032696,BR0008246,BU0027869,2024-02-13,Yes
BI0032697,BR0016153,BU0020185,2024-02-13,Yes
BI0032698,BR0030397,BU0041460,2024-02-13,Yes
BI0032699,BR0030399,BU0031415,2024-02-14,Yes
BI0032700,BR0008249,BU0013702,2024-02-14,Yes
BI0032701,BR0016154,BU0019571,2024-02-14,Yes
BI0032702,BR0030398,BU0036385,2024-02-14,Yes
BI0032703,BR0030398,BU0002699,2024-02-14,Yes
BI0032704,BR0008250,BU0015678,2024-02-15,Yes
BI0032705,BR0008251,BU0023614,2024-02-15,Yes
BI0032706,BR0016155,BU0015352,2024-02-15,Yes
BI0032707,BR0030400,BU0004568,2024-02-15,Yes
BI0032708,BR0030400,BU0015974,2024-02-15,Yes
BI0032709,BR0030400,BU0037170,2024-02-15,Yes
BI0032710,BR0030402,BU0006946,2024-02-16,Yes
BI0032711,BR0008252,BU0023615,2024-02-16,Yes
BI0032712,BR0008252,BU0029460,2024-02-16,Yes
BI0032713,BR0016156,BU0029970,2024-02-16,Yes
BI0032714,BR0030401,BU0018460,2024-02-16,Yes
BI0032715,BR0030401,BU0019845,2024-02-16,Yes
BI0032716,BR0008253,BU0039647,2024-02-17,Yes
BI0032717,BR0016157,BU0040999,2024-02-17,Yes
BI0032718,BR0030403,BU0019846,2024-02-17,Yes
BI0032719,BR0030403,BU0023135,2024-02-17,Yes
BI0032720,BR0008254,BU0014884,2024-02-18,Yes
BI0032721,BR0008254,BU0007271,2024-02-18,Yes
BI0032722,BR0016158,BU0014312,2024-02-18,Yes
BI0032723,BR0030404,BU0027563,2024-02-18,Yes
BI0032724,BR0030405,BU0028090,2024-02-18,Yes
BI0032725,BR0019827,BU0039693,2024-02-19,Yes
BI0032726,BR0030407,BU0008213,2024-02-19,Yes
BI0032727,BR0008255,BU0011474,2024-02-19,Yes
BI0032728,BR0008256,BU0025819,2024-02-19,Yes
BI0032729,BR0016159,BU0038299,2024-02-19,Yes
BI0032730,BR0030406,BU0023161,2024-02-19,Yes
BI0032731,BR0030406,BU0031026,2024-02-19,Yes
BI0032732,BR0019828,BU0028001,2024-02-20,Yes
BI0032733,BR0008257,BU0000649,2024-02-20,Yes
BI0032734,BR0008258,BU0011452,2024-02-20,Yes
BI0032735,BR0016160,BU0011251,2024-02-20,Yes
BI0032736,BR0030408,BU0006491,2024-02-20,Yes
BI0032737,BR0030409,BU0034886,2024-02-20,Yes
BI0032738,BR0030409,BU0035554,2024-02-20,Yes
BI0032739,BR0008259,BU0027854,2024-02-21,Yes
BI0032740,BR0008259,BU0033705,2024-02-21,Yes
BI0032741,BR0016161,BU0011361,2024-02-21,Yes
BI0032742,BR0019829,BU0011908,2024-02-21,Yes
BI0032743,BR0030410,BU0038941,2024-02-21,Yes
BI0032744,BR0030411,BU0011048,2024-02-21,Yes
BI0032745,BR0030412,BU0024786,2024-02-21,Yes
BI0032746,BR0019830,BU0003978,2024-02-22,Yes
BI0032747,BR0008260,BU0008059,2024-02-22,Yes
BI0032748,BR0008261,BU0014251,2024-02-22,Yes
BI0032749,BR0016162,BU0011362,2024-02-22,Yes
BI0032750,BR0030413,BU0024787,2024-02-22,Yes
BI0032751,BR0030413,BU0033030,2024-02-22,Yes
BI0032752,BR0030414,BU0034661,2024-02-23,Yes
BI0032753,BR0008262,BU0019228,2024-02-23,Yes
BI0032754,BR0008262,BU0005217,2024-02-23,Yes
BI0032755,BR0016163,BU0012245,2024-02-23,Yes
BI0032756,BR0030415,BU0036003,2024-02-23,Yes
BI0032757,BR0030415,BU0037354,2024-02-23,Yes
BI0032758,BR0030417,BU0000860,2024-02-24,Yes
BI0032759,BR0030416,BU0003475,2024-02-24,Yes
BI0032760,BR0008263,BU0036655,2024-02-24,Yes
BI0032761,BR0008264,BU0017441,2024-02-24,Yes
BI0032762,BR0016164,BU0016079,2024-02-24,Yes
BI0032763,BR0008265,BU0022856,2024-02-25,Yes
BI0032764,BR0016165,BU0027570,2024-02-25,Yes
BI0032765,BR0030418,BU0027151,2024-02-25,Yes
BI0032766,BR0030418,BU0031613,2024-02-25,Yes
BI0032767,BR0030419,BU0040587,2024-02-26,Yes
BI0032768,BR0030419,BU0000287,2024-02-26,Yes
BI0032769,BR0030419,BU0005416,2024-02-26,Yes
BI0032770,BR0008266,BU0017043,2024-02-26,Yes
BI0032771,BR0008266,BU0039442,2024-02-26,No
BI0032772,BR0016166,BU0007558,2024-02-26,Yes
BI0032773,BR0019831,BU0000455,2024-02-26,Yes
BI0032774,BR0016167,BU0015337,2024-02-27,Yes
BI0032775,BR0008267,BU0013442,2024-02-27,No
BI0032776,BR0019832,BU0000893,2024-02-27,Yes
BI0032777,BR0030420,BU0013387,2024-02-27,Yes
BI0032778,BR0030421,BU0030842,2024-02-27,Yes
BI0032779,BR0030422,BU0025268,2024-02-27,Yes
BI0032780,BR0008269,BU0010768,2024-02-28,Yes
BI0032781,BR0008268,BU0041967,2024-02-28,Yes
BI0032782,BR0016168,BU0025359,2024-02-28,Yes
BI0032783,BR0030423,BU0005576,2024-02-28,Yes
BI0032784,BR0030424,BU0021389,2024-02-28,Yes
BI0032785,BR0030424,BU0032298,2024-02-28,Yes
BI0032786,BR0008270,BU0017147,2024-02-29,Yes
BI0032787,BR0008271,BU0021630,2024-02-29,Yes
BI0032788,BR0016169,BU0003331,2024-02-29,Yes
BI0032789,BR0030425,BU0010914,2024-02-29,Yes
BI0032790,BR0030425,BU0012912,2024-02-29,Yes
BI0032791,BR0030425,BU0015760,2024-02-29,Yes
BI0032792,BR0019833,BU0005867,2024-03-01,No
BI0032793,BR0008272,BU0036740,2024-03-01,Yes
BI0032794,BR0008272,BU0041580,2024-03-01,Yes
BI0032795,BR0016170,BU0010824,2024-03-01,Yes
BI0032796,BR0030426,BU0025110,2024-03-01,Yes
BI0032797,BR0030426,BU0036258,2024-03-01,Yes
BI0032798,BR0016171,BU0034654,2024-03-02,Yes
BI0032799,BR0030427,BU0041151,2024-03-02,Yes
BI0032800,BR0030427,BU0041152,2024-03-02,Yes
BI0032801,BR0008273,BU0014771,2024-03-02,Yes
BI0032802,BR0008273,BU0012853,2024-03-02,Yes
BI0032803,BR0030428,BU0021183,2024-03-02,Yes
BI0032804,BR0030429,BU0029172,2024-03-03,Yes
BI0032805,BR0030430,BU0030116,2024-03-03,Yes
BI0032806,BR0008274,BU0016929,2024-03-03,Yes
BI0032807,BR0008274,BU0025007,2024-03-03,Yes
BI0032808,BR0016172,BU0040449,2024-03-03,Yes
BI0032809,BR0030431,BU0014569,2024-03-04,Yes
BI0032810,BR0030431,BU0022607,2024-03-04,Yes
BI0032811,BR0030431,BU0009748,2024-03-04,Yes
BI0032812,BR0008275,BU0039103,2024-03-04,Yes
BI0032813,BR0008276,BU0007225,2024-03-04,Yes
BI0032814,BR0016173,BU0033079,2024-03-04,Yes
BI0032815,BR0019834,BU0000894,2024-03-04,Yes
BI0032816,BR0008277,BU0008852,2024-03-05,Yes
BI0032817,BR0008277,BU0009833,2024-03-05,Yes
BI0032818,BR0030433,BU0017524,2024-03-05,Yes
BI0032819,BR0030433,BU0041381,2024-03-05,No
BI0032820,BR0016174,BU0037457,2024-03-05,Yes
BI0032821,BR0019835,BU0001038,2024-03-05,Yes
BI0032822,BR0030432,BU0041382,2024-03-05,No
BI0032823,BR0030436,BU0016920,2024-03-06,Yes
BI0032824,BR0008278,BU0020589,2024-03-06,Yes
BI0032825,BR0008278,BU0041863,2024-03-06,Yes
BI0032826,BR0016175,BU0000147,2024-03-06,Yes
BI0032827,BR0016175,BU0006349,2024-03-06,Yes
BI0032828,BR0019836,BU0011750,2024-03-06,Yes
BI0032829,BR0030434,BU0017286,2024-03-06,Yes
BI0032830,BR0030435,BU0000403,2024-03-06,No
BI0032831,BR0008280,BU0025625,2024-03-07,Yes
BI0032832,BR0016176,BU0016634,2024-03-07,Yes
BI0032833,BR0030437,BU0002570,2024-03-07,Yes
BI0032834,BR0008279,BU0034423,2024-03-07,Yes
BI0032835,BR0019837,BU0020403,2024-03-07,Yes
BI0032836,BR0030438,BU0021943,2024-03-07,Yes
BI0032837,BR0008281,BU0005582,2024-03-08,Yes
BI0032838,BR0008281,BU0033118,2024-03-08,Yes
BI0032839,BR0016177,BU0025546,2024-03-08,Yes
BI0032840,BR0019838,BU0013451,2024-03-08,No
BI0032841,BR0030439,BU0024501,2024-03-08,Yes
BI0032842,BR0030439,BU0038701,2024-03-08,Yes
BI0032843,BR0030439,BU0000435,2024-03-08,Yes
BI0032844,BR0030441,BU0005484,2024-03-09,Yes
BI0032845,BR0030441,BU0015398,2024-03-09,Yes
BI0032846,BR0008282,BU0035627,2024-03-09,Yes
BI0032847,BR0008282,BU0031570,2024-03-09,Yes
BI0032848,BR0016178,BU0023450,2024-03-09,Yes
BI0032849,BR0019839,BU0038226,2024-03-09,No
BI0032850,BR0030440,BU0040054,2024-03-09,Yes
BI0032851,BR0016179,BU0023451,2024-03-10,Yes
BI0032852,BR0030442,BU0003092,2024-03-10,Yes
BI0032853,BR0008283,BU0010539,2024-03-10,Yes
BI0032854,BR0008283,BU0025508,2024-03-10,Yes
BI0032855,BR0030443,BU0022326,2024-03-10,Yes
BI0032856,BR0008285,BU0011631,2024-03-11,Yes
BI0032857,BR0016180,BU0039026,2024-03-11,Yes
BI0032858,BR0019840,BU0004579,2024-03-11,Yes
BI0032859,BR0030445,BU0040595,2024-03-11,Yes
BI0032860,BR0030445,BU0000001,2024-03-11,Yes
BI0032861,BR0008284,BU0014947,2024-03-11,Yes
BI0032862,BR0030444,BU0008482,2024-03-11,Yes
BI0032863,BR0016181,BU0036766,2024-03-12,Yes
BI0032864,BR0030446,BU0019610,2024-03-12,Yes
BI0032865,BR0030446,BU0014184,2024-03-12,Yes
BI0032866,BR0008286,BU0021909,2024-03-12,Yes
BI0032867,BR0008286,BU0038148,2024-03-12,No
BI0032868,BR0030447,BU0034584,2024-03-12,Yes
BI0032869,BR0030448,BU0012320,2024-03-13,Yes
BI0032870,BR0016182,BU0023399,2024-03-13,Yes
BI0032871,BR0030449,BU0019700,2024-03-13,Yes
BI0032872,BR0030450,BU0016366,2024-03-13,Yes
