date,blood_group,opening_inventory,units_received,units_issued,units_discarded,closing_inventory
2024-06-02,A,3736,586,326,54,3942
2024-06-02,AB,899,148,76,17,954
2024-06-02,B,1618,720,518,10,1810
2024-06-02,O,5678,1049,596,92,6039
2024-06-03,A,3942,397,357,75,3907
2024-06-03,AB,954,98,81,17,954
2024-06-03,B,1810,442,534,7,1711
2024-06-03,O,6039,740,626,109,6044
2024-06-04,A,3907,260,357,65,3745
2024-06-04,AB,954,41,58,21,916
2024-06-04,B,1711,304,499,11,1505
2024-06-04,O,6044,472,634,83,5799
2024-06-05,A,3745,400,376,44,3725
2024-06-05,AB,916,84,89,12,899
2024-06-05,B,1505,444,537,8,1404
2024-06-05,O,5799,662,675,93,5693
2024-06-06,A,3725,474,360,69,3770
2024-06-06,AB,899,114,85,11,917
2024-06-06,B,1404,578,588,6,1388
2024-06-06,O,5693,819,701,87,5724
2024-06-07,A,3770,247,388,63,3566
2024-06-07,AB,917,37,87,11,856
2024-06-07,B,1388,254,541,6,1095
2024-06-07,O,5724,435,703,62,5394
2024-06-08,A,3566,515,380,59,3642
2024-06-08,AB,856,66,67,16,839
2024-06-08,B,1095,564,540,8,1111
2024-06-08,O,5394,840,633,79,5522
2024-06-09,A,3642,828,343,93,4034
2024-06-09,AB,839,147,81,9,896
2024-06-09,B,1111,873,535,4,1445
2024-06-09,O,5522,1491,640,95,6278
2024-06-10,A,4034,241,333,60,3882
2024-06-10,AB,896,37,84,13,836
2024-06-10,B,1445,288,557,5,1171
2024-06-10,O,6278,415,647,79,5967
2024-06-11,A,3882,393,351,74,3850
2024-06-11,AB,836,61,79,7,811
2024-06-11,B,1171,438,597,4,1008
2024-06-11,O,5967,707,658,101,5915
2024-06-12,A,3850,364,356,55,3803
2024-06-12,AB,811,65,86,7,783
2024-06-12,B,1008,450,569,2,887
2024-06-12,O,5915,672,663,80,5844
2024-06-13,A,3803,383,343,58,3785
2024-06-13,AB,783,78,77,10,774
2024-06-13,B,887,413,567,11,722
2024-06-13,O,5844,630,669,83,5722
2024-06-14,A,3785,440,353,57,3815
2024-06-14,AB,774,95,93,12,764
2024-06-14,B,722,514,582,3,651
2024-06-14,O,5722,865,683,96,5808
2024-06-15,A,3815,548,314,71,3978
2024-06-15,AB,764,100,79,4,781
2024-06-15,B,651,631,536,6,740
2024-06-15,O,5808,1025,642,107,6084
2024-06-16,A,3978,453,321,62,4048
2024-06-16,AB,781,88,63,8,798
2024-06-16,B,740,475,528,2,685
2024-06-16,O,6084,773,622,93,6142
2024-06-17,A,4048,101,385,49,3715
2024-06-17,AB,798,8,92,7,707
2024-06-17,B,685,96,523,3,255
2024-06-17,O,6142,167,644,82,5583
2024-06-18,A,3715,190,328,55,3522
2024-06-18,AB,707,42,78,6,665
2024-06-18,B,255,220,475,0,0
2024-06-18,O,5583,344,618,54,5255
2024-06-19,A,3522,374,322,58,3516
2024-06-19,AB,665,94,72,11,676
2024-06-19,B,0,438,438,0,0
2024-06-19,O,5255,658,573,56,5284
2024-06-20,A,3516,342,341,44,3473
2024-06-20,AB,676,93,71,10,688
2024-06-20,B,0,376,376,0,0
2024-06-20,O,5284,610,621,71,5202
2024-06-21,A,3473,304,340,62,3375
2024-06-21,AB,688,78,88,7,671
2024-06-21,B,0,370,370,0,0
2024-06-21,O,5202,559,611,63,5087
2024-06-22,A,3375,485,303,42,3515
2024-06-22,AB,671,136,64,11,732
2024-06-22,B,0,592,502,1,89
2024-06-22,O,5087,863,520,73,5357
2024-06-23,A,3515,821,289,58,3989
2024-06-23,AB,732,196,73,16,839
2024-06-23,B,89,785,474,2,398
2024-06-23,O,5357,1435,573,78,6141
2024-06-24,A,3989,269,386,59,3813
2024-06-24,AB,839,67,86,11,809
2024-06-24,B,398,326,512,1,211
2024-06-24,O,6141,461,612,96,5894
2024-06-25,A,3813,369,337,51,3794
2024-06-25,AB,809,98,82,14,811
2024-06-25,B,211,461,502,3,167
2024-06-25,O,5894,727,595,76,5950
2024-06-26,A,3794,413,336,58,3813
2024-06-26,AB,811,102,87,11,815
2024-06-26,B,167,455,538,0,84
2024-06-26,O,5950,719,607,89,5973
2024-06-27,A,3813,280,346,56,3691
2024-06-27,AB,815,66,73,6,802
2024-06-27,B,84,324,408,0,0
2024-06-27,O,5973,501,636,98,5740
2024-06-28,A,3691,186,377,61,3439
2024-06-28,AB,802,37,63,16,760
2024-06-28,B,0,200,200,0,0
2024-06-28,O,5740,343,590,86,5407
2024-06-29,A,3439,472,295,62,3554
2024-06-29,AB,760,117,76,8,793
2024-06-29,B,0,524,468,0,56
2024-06-29,O,5407,828,518,96,5621
2024-06-30,A,3554,719,299,59,3915
2024-06-30,AB,793,153,68,18,860
2024-06-30,B,56,749,524,0,281
2024-06-30,O,5621,1203,563,81,6180
2024-07-01,A,3915,198,370,55,3688
2024-07-01,AB,860,40,104,12,784
2024-07-01,B,281,200,481,0,0
2024-07-01,O,6180,368,572,91,5885
2024-07-02,A,3688,348,345,48,3643
2024-07-02,AB,784,94,71,19,788
2024-07-02,B,0,318,318,0,0
2024-07-02,O,5885,528,557,73,5783
2024-07-03,A,3643,361,321,61,3622
2024-07-03,AB,788,94,67,10,805
2024-07-03,B,0,385,385,0,0
2024-07-03,O,5783,598,601,85,5695
2024-07-04,A,3622,282,320,57,3527
2024-07-04,AB,805,75,70,8,802
2024-07-04,B,0,331,331,0,0
2024-07-04,O,5695,473,602,78,5488
2024-07-05,A,3527,221,312,48,3388
2024-07-05,AB,802,53,77,12,766
2024-07-05,B,0,225,225,0,0
2024-07-05,O,5488,388,583,67,5226
2024-07-06,A,3388,592,299,54,3627
2024-07-06,AB,766,135,75,11,815
2024-07-06,B,0,683,465,2,216
2024-07-06,O,5226,1025,513,71,5667
2024-07-07,A,3627,586,321,58,3834
2024-07-07,AB,815,127,68,10,864
2024-07-07,B,216,605,463,1,357
2024-07-07,O,5667,945,520,96,5996
2024-07-08,A,3834,306,379,62,3699
2024-07-08,AB,864,72,93,18,825
2024-07-08,B,357,329,510,0,176
2024-07-08,O,5996,543,584,94,5861
2024-07-09,A,3699,276,332,56,3587
2024-07-09,AB,825,69,93,11,790
2024-07-09,B,176,323,482,0,17
2024-07-09,O,5861,494,523,98,5734
2024-07-10,A,3587,355,348,55,3539
2024-07-10,AB,790,108,77,17,804
2024-07-10,B,17,446,463,0,0
2024-07-10,O,5734,598,564,69,5699
2024-07-11,A,3539,311,333,61,3456
2024-07-11,AB,804,90,84,10,800
2024-07-11,B,0,360,360,0,0
2024-07-11,O,5699,529,532,83,5613
2024-07-12,A,3456,334,337,46,3407
2024-07-12,AB,800,79,91,21,767
2024-07-12,B,0,323,323,0,0
2024-07-12,O,5613,538,552,85,5514
2024-07-13,A,3407,479,283,49,3554
2024-07-13,AB,767,115,79,8,795
2024-07-13,B,0,522,440,0,82
2024-07-13,O,5514,892,531,82,5793
2024-07-14,A,3554,861,310,70,4035
2024-07-14,AB,795,192,76,22,889
2024-07-14,B,82,853,450,3,482
2024-07-14,O,5793,1527,518,108,6694
2024-07-15,A,4035,347,343,70,3969
2024-07-15,AB,889,83,76,20,876
2024-07-15,B,482,375,483,2,372
2024-07-15,O,6694,619,621,109,6583
2024-07-16,A,3969,271,308,61,3871
2024-07-16,AB,876,49,94,17,814
2024-07-16,B,372,271,451,1,191
2024-07-16,O,6583,472,593,112,6350
2024-07-17,A,3871,353,345,62,3817
2024-07-17,AB,814,84,84,13,801
2024-07-17,B,191,349,459,0,81
2024-07-17,O,6350,594,595,110,6239
2024-07-18,A,3817,359,370,61,3745
2024-07-18,AB,801,97,98,10,790
2024-07-18,B,81,424,467,0,38
2024-07-18,O,6239,655,638,89,6167
2024-07-19,A,3745,223,398,51,3519
2024-07-19,AB,790,60,97,11,742
2024-07-19,B,38,239,277,0,0
2024-07-19,O,6167,412,593,86,5900
2024-07-20,A,3519,405,303,54,3567
2024-07-20,AB,742,105,96,10,741
2024-07-20,B,0,431,431,0,0
2024-07-20,O,5900,667,576,86,5905
2024-07-21,A,3567,703,355,53,3862
2024-07-21,AB,741,154,71,8,816
2024-07-21,B,0,766,468,1,297
2024-07-21,O,5905,1225,590,111,6429
2024-07-22,A,3862,340,316,83,3803
2024-07-22,AB,816,102,82,14,822
2024-07-22,B,297,425,468,2,252
2024-07-22,O,6429,653,623,112,6347
2024-07-23,A,3803,289,354,56,3682
2024-07-23,AB,822,65,86,11,790
2024-07-23,B,252,304,406,0,150
2024-07-23,O,6347,487,564,107,6163
2024-07-24,A,3682,382,362,58,3644
2024-07-24,AB,790,93,92,12,779
2024-07-24,B,150,414,480,0,84
2024-07-24,O,6163,661,639,78,6107
2024-07-25,A,3644,392,383,43,3610
2024-07-25,AB,779,84,98,11,754
2024-07-25,B,84,407,417,1,73
2024-07-25,O,6107,654,630,92,6039
2024-07-26,A,3610,266,349,51,3476
2024-07-26,AB,754,67,84,15,722
2024-07-26,B,73,316,389,0,0
2024-07-26,O,6039,446,614,83,5788
2024-07-27,A,3476,485,376,55,3530
2024-07-27,AB,722,117,89,7,743
2024-07-27,B,0,563,471,1,91
2024-07-27,O,5788,809,622,89,5886
2024-07-28,A,3530,627,350,69,3738
2024-07-28,AB,743,157,179,7,714
2024-07-28,B,91,750,454,3,384
2024-07-28,O,5886,1173,1232,72,5755
2024-07-29,A,3738,195,371,61,3501
2024-07-29,AB,714,42,97,6,653
2024-07-29,B,384,203,452,1,134
2024-07-29,O,5755,331,598,84,5404
2024-07-30,A,3501,314,374,47,3394
2024-07-30,AB,653,61,106,3,605
2024-07-30,B,134,376,441,0,69
2024-07-30,O,5404,553,1210,48,4699
2024-07-31,A,3394,274,368,45,3255
2024-07-31,AB,605,48,96,5,552
2024-07-31,B,69,294,363,0,0
2024-07-31,O,4699,452,577,41,4533
2024-08-01,A,3255,309,363,39,3162
2024-08-01,AB,552,47,94,5,500
2024-08-01,B,0,310,310,0,0
2024-08-01,O,4533,522,584,46,4425
2024-08-02,A,3162,323,401,43,3041
2024-08-02,AB,500,76,86,9,481
2024-08-02,B,0,309,309,0,0
2024-08-02,O,4425,466,639,40,4212
2024-08-03,A,3041,482,359,33,3131
2024-08-03,AB,481,102,96,4,483
2024-08-03,B,0,438,426,0,12
2024-08-03,O,4212,772,550,40,4394
2024-08-04,A,3131,603,378,43,3313
2024-08-04,AB,483,125,95,1,512
2024-08-04,B,12,643,463,4,188
2024-08-04,O,4394,1054,618,40,4790
2024-08-05,A,3313,220,373,37,3123
2024-08-05,AB,512,44,101,1,454
2024-08-05,B,188,234,422,0,0
2024-08-05,O,4790,354,628,40,4476
2024-08-06,A,3123,426,400,34,3115
2024-08-06,AB,454,103,91,6,460
2024-08-06,B,0,439,439,0,0
2024-08-06,O,4476,702,632,52,4494
2024-08-07,A,3115,355,435,36,2999
2024-08-07,AB,460,80,104,5,431
2024-08-07,B,0,406,406,0,0
2024-08-07,O,4494,623,663,39,4415
2024-08-08,A,2999,451,377,37,3036
2024-08-08,AB,431,112,115,2,426
2024-08-08,B,0,529,455,0,74
2024-08-08,O,4415,758,642,52,4479
2024-08-09,A,3036,167,427,41,2735
2024-08-09,AB,426,40,99,2,365
2024-08-09,B,74,187,261,0,0
2024-08-09,O,4479,300,602,33,4144
2024-08-10,A,2735,461,372,20,2804
2024-08-10,AB,365,132,73,2,422
2024-08-10,B,0,545,453,0,92
2024-08-10,O,4144,769,645,39,4229
2024-08-11,A,2804,700,395,29,3080
2024-08-11,AB,422,143,83,2,480
2024-08-11,B,92,749,435,5,401
2024-08-11,O,4229,1251,685,57,4738
2024-08-12,A,3080,300,413,33,2934
2024-08-12,AB,480,72,86,3,463
2024-08-12,B,401,329,478,2,250
2024-08-12,O,4738,522,632,57,4571
2024-08-13,A,2934,365,420,30,2849
2024-08-13,AB,463,70,84,1,448
2024-08-13,B,250,397,498,1,148
2024-08-13,O,4571,594,605,47,4513
2024-08-14,A,2849,311,394,23,2743
2024-08-14,AB,448,74,77,3,442
2024-08-14,B,148,366,449,0,65
2024-08-14,O,4513,524,621,46,4370
2024-08-15,A,2743,360,378,21,2704
2024-08-15,AB,442,83,101,3,421
2024-08-15,B,65,427,458,0,34
2024-08-15,O,4370,661,627,47,4357
2024-08-16,A,2704,223,413,19,2495
2024-08-16,AB,421,45,82,0,384
2024-08-16,B,34,223,257,0,0
2024-08-16,O,4357,376,651,37,4045
2024-08-17,A,2495,407,412,32,2458
2024-08-17,AB,384,94,75,4,399
2024-08-17,B,0,455,440,0,15
2024-08-17,O,4045,667,587,39,4086
2024-08-18,A,2458,757,436,26,2753
2024-08-18,AB,399,161,74,2,484
2024-08-18,B,15,824,446,1,392
2024-08-18,O,4086,1295,589,67,4725
2024-08-19,A,2753,213,404,22,2540
2024-08-19,AB,484,44,86,5,437
2024-08-19,B,392,209,477,0,124
2024-08-19,O,4725,377,676,34,4392
2024-08-20,A,2540,300,385,21,2434
2024-08-20,AB,437,77,95,1,418
2024-08-20,B,124,327,451,0,0
2024-08-20,O,4392,512,614,32,4258
2024-08-21,A,2434,443,388,29,2460
2024-08-21,AB,418,101,94,3,422
2024-08-21,B,0,475,467,0,8
2024-08-21,O,4258,728,660,33,4293
2024-08-22,A,2460,393,372,22,2459
2024-08-22,AB,422,95,106,4,407
2024-08-22,B,8,483,491,0,0
2024-08-22,O,4293,686,594,40,4345
2024-08-23,A,2459,229,410,22,2256
2024-08-23,AB,407,57,98,2,364
2024-08-23,B,0,235,235,0,0
2024-08-23,O,4345,372,677,28,4012
2024-08-24,A,2256,616,372,27,2473
2024-08-24,AB,364,121,89,2,394
2024-08-24,B,0,640,461,1,178
2024-08-24,O,4012,1029,598,31,4412
2024-08-25,A,2473,688,436,35,2690
2024-08-25,AB,394,142,85,1,450
2024-08-25,B,178,732,517,3,390
2024-08-25,O,4412,1166,616,67,4895
2024-08-26,A,2690,184,373,24,2477
2024-08-26,AB,450,51,92,1,408
2024-08-26,B,390,230,540,0,80
2024-08-26,O,4895,396,688,40,4563
2024-08-27,A,2477,289,393,20,2353
2024-08-27,AB,408,63,80,1,390
2024-08-27,B,80,325,405,0,0
2024-08-27,O,4563,487,619,54,4377
2024-08-28,A,2353,361,410,16,2288
2024-08-28,AB,390,93,109,1,373
2024-08-28,B,0,479,479,0,0
2024-08-28,O,4377,682,669,29,4361
2024-08-29,A,2288,366,400,16,2238
2024-08-29,AB,373,90,77,2,384
2024-08-29,B,0,440,440,0,0
2024-08-29,O,4361,717,658,50,4370
2024-08-30,A,2238,251,442,14,2033
2024-08-30,AB,384,65,97,4,348
2024-08-30,B,0,311,311,0,0
2024-08-30,O,4370,443,691,36,4086
2024-08-31,A,2033,728,368,21,2372
2024-08-31,AB,348,188,88,4,444
2024-08-31,B,0,837,464,3,370
2024-08-31,O,4086,1297,628,60,4695
2024-09-01,A,2372,651,400,20,2603
2024-09-01,AB,444,138,105,3,474
2024-09-01,B,370,660,486,3,541
2024-09-01,O,4695,1150,636,71,5138
2024-09-02,A,2603,193,442,17,2337
2024-09-02,AB,474,49,106,5,412
2024-09-02,B,541,204,433,2,310
2024-09-02,O,5138,315,704,61,4688
2024-09-03,A,2337,360,397,15,2285
2024-09-03,AB,412,67,101,5,373
2024-09-03,B,310,359,500,0,169
2024-09-03,O,4688,547,704,49,4482
2024-09-04,A,2285,318,465,10,2128
2024-09-04,AB,373,81,87,3,364
2024-09-04,B,169,362,511,0,20
2024-09-04,O,4482,504,670,42,4274
2024-09-05,A,2128,357,414,14,2057
2024-09-05,AB,364,75,98,2,339
2024-09-05,B,20,395,415,0,0
2024-09-05,O,4274,610,741,32,4111
2024-09-06,A,2057,266,417,11,1895
2024-09-06,AB,339,58,94,3,300
2024-09-06,B,0,315,315,0,0
2024-09-06,O,4111,479,667,44,3879
2024-09-07,A,1895,604,392,19,2088
2024-09-07,AB,300,127,89,3,335
2024-09-07,B,0,633,493,1,139
2024-09-07,O,3879,962,669,34,4138
2024-09-08,A,2088,790,432,32,2414
2024-09-08,AB,335,147,99,2,381
2024-09-08,B,139,750,463,2,424
2024-09-08,O,4138,1310,694,58,4696
2024-09-09,A,2414,266,422,21,2237
2024-09-09,AB,381,63,106,3,335
2024-09-09,B,424,263,535,1,151
2024-09-09,O,4696,440,720,45,4371
2024-09-10,A,2237,292,427,20,2082
2024-09-10,AB,335,59,97,2,295
2024-09-10,B,151,307,458,0,0
2024-09-10,O,4371,495,667,36,4163
2024-09-11,A,2082,438,457,17,2046
2024-09-11,AB,295,69,120,2,242
2024-09-11,B,0,477,477,0,0
2024-09-11,O,4163,633,716,36,4044
2024-09-12,A,2046,433,385,16,2078
2024-09-12,AB,242,90,87,2,243
2024-09-12,B,0,498,498,0,0
2024-09-12,O,4044,692,763,36,3937
2024-09-13,A,2078,291,451,12,1906
2024-09-13,AB,243,81,84,1,239
2024-09-13,B,0,275,275,0,0
2024-09-13,O,3937,467,733,28,3643
2024-09-14,A,1906,342,387,7,1854
2024-09-14,AB,239,90,106,2,221
2024-09-14,B,0,416,416,0,0
2024-09-14,O,3643,595,630,28,3580
2024-09-15,A,1854,560,425,8,1981
2024-09-15,AB,221,105,91,3,232
2024-09-15,B,0,542,464,0,78
2024-09-15,O,3580,946,708,30,3788
2024-09-16,A,1981,597,441,16,2121
2024-09-16,AB,232,130,112,0,250
2024-09-16,B,78,633,517,0,194
2024-09-16,O,3788,985,722,33,4018
2024-09-17,A,2121,267,430,17,1941
2024-09-17,AB,250,73,80,1,242
2024-09-17,B,194,305,467,0,32
2024-09-17,O,4018,467,658,34,3793
2024-09-18,A,1941,283,486,11,1727
2024-09-18,AB,242,72,111,5,198
2024-09-18,B,32,289,321,0,0
2024-09-18,O,3793,482,669,32,3574
2024-09-19,A,1727,297,433,5,1586
2024-09-19,AB,198,79,84,1,192
2024-09-19,B,0,331,331,0,0
2024-09-19,O,3574,495,717,22,3330
2024-09-20,A,1586,173,421,12,1326
2024-09-20,AB,192,42,81,0,153
2024-09-20,B,0,217,217,0,0
2024-09-20,O,3330,339,665,19,2985
2024-09-21,A,1326,431,418,8,1331
2024-09-21,AB,153,109,85,0,177
2024-09-21,B,0,454,440,1,13
2024-09-21,O,2985,740,621,23,3081
2024-09-22,A,1331,745,424,6,1646
2024-09-22,AB,177,167,101,1,242
2024-09-22,B,13,729,493,2,247
2024-09-22,O,3081,1246,672,24,3631
2024-09-23,A,1646,241,1119,5,763
2024-09-23,AB,242,60,103,2,197
2024-09-23,B,247,252,499,0,0
2024-09-23,O,3631,426,653,21,3383
2024-09-24,A,763,359,439,4,679
2024-09-24,AB,197,98,97,3,195
2024-09-24,B,0,396,396,0,0
2024-09-24,O,3383,655,715,14,3309
2024-09-25,A,679,381,447,5,608
2024-09-25,AB,195,102,85,0,212
2024-09-25,B,0,446,446,0,0
2024-09-25,O,3309,673,735,18,3229
2024-09-26,A,608,375,438,5,540
2024-09-26,AB,212,80,76,1,215
2024-09-26,B,0,436,436,0,0
2024-09-26,O,3229,633,671,20,3171
2024-09-27,A,540,249,453,2,334
2024-09-27,AB,215,44,84,1,174
2024-09-27,B,0,234,234,0,0
2024-09-27,O,3171,411,706,15,2861
2024-09-28,A,334,499,416,4,413
2024-09-28,AB,174,136,85,1,224
2024-09-28,B,0,483,392,0,91
2024-09-28,O,2861,833,662,18,3014
2024-09-29,A,413,748,441,4,716
2024-09-29,AB,224,167,102,1,288
2024-09-29,B,91,710,448,3,350
2024-09-29,O,3014,1282,653,29,3614
2024-09-30,A,716,228,420,0,524
2024-09-30,AB,288,28,94,2,220
2024-09-30,B,350,222,497,1,74
2024-09-30,O,3614,396,653,26,3331
2024-10-01,A,524,345,432,3,434
2024-10-01,AB,220,51,94,1,176
2024-10-01,B,74,350,424,0,0
2024-10-01,O,3331,599,693,20,3217
2024-10-02,A,434,354,441,0,347
2024-10-02,AB,176,73,91,1,157
2024-10-02,B,0,392,392,0,0
2024-10-02,O,3217,572,715,16,3058
2024-10-03,A,347,428,423,2,350
2024-10-03,AB,157,90,91,0,156
2024-10-03,B,0,497,462,0,35
2024-10-03,O,3058,724,638,19,3125
2024-10-04,A,350,229,412,1,166
2024-10-04,AB,156,54,78,1,131
2024-10-04,B,35,234,269,0,0
2024-10-04,O,3125,357,733,22,2727
2024-10-05,A,166,516,374,1,307
2024-10-05,AB,131,74,78,1,126
2024-10-05,B,0,592,476,0,116
2024-10-05,O,2727,884,625,11,2975
2024-10-06,A,307,685,420,6,566
2024-10-06,AB,126,134,79,0,181
2024-10-06,B,116,767,467,2,414
2024-10-06,O,2975,1272,639,22,3586
2024-10-07,A,566,224,425,6,359
2024-10-07,AB,181,42,93,1,129
2024-10-07,B,414,299,508,2,203
2024-10-07,O,3586,393,685,17,3277
2024-10-08,A,359,270,422,1,206
2024-10-08,AB,129,48,90,1,86
2024-10-08,B,203,328,495,0,36
2024-10-08,O,3277,431,679,24,3005
2024-10-09,A,206,323,403,1,125
2024-10-09,AB,86,72,102,0,56
2024-10-09,B,36,359,395,0,0
2024-10-09,O,3005,605,1212,18,2380
2024-10-10,A,125,420,468,0,77
2024-10-10,AB,56,79,87,0,48
2024-10-10,B,0,482,482,0,0
2024-10-10,O,2380,717,704,11,2382
2024-10-11,A,77,187,264,0,0
2024-10-11,AB,48,31,79,0,0
2024-10-11,B,0,202,202,0,0
2024-10-11,O,2382,319,673,12,2016
2024-10-12,A,0,429,402,0,27
2024-10-12,AB,0,103,85,0,18
2024-10-12,B,0,423,420,0,3
2024-10-12,O,2016,747,584,14,2165
2024-10-13,A,27,723,433,1,316
2024-10-13,AB,18,156,82,0,92
2024-10-13,B,3,744,460,1,286
2024-10-13,O,2165,1165,702,19,2609
2024-10-14,A,316,234,450,1,99
2024-10-14,AB,92,58,88,0,62
2024-10-14,B,286,278,526,1,37
2024-10-14,O,2609,458,702,13,2352
2024-10-15,A,99,303,402,0,0
2024-10-15,AB,62,95,79,1,77
2024-10-15,B,37,327,364,0,0
2024-10-15,O,2352,551,739,20,2144
2024-10-16,A,0,389,389,0,0
2024-10-16,AB,77,84,161,0,0
2024-10-16,B,0,443,443,0,0
2024-10-16,O,2144,610,712,17,2025
2024-10-17,A,0,425,425,0,0
2024-10-17,AB,0,98,69,0,29
2024-10-17,B,0,462,462,0,0
2024-10-17,O,2025,724,696,13,2040
2024-10-18,A,0,293,293,0,0
2024-10-18,AB,29,68,86,0,11
2024-10-18,B,0,280,280,0,0
2024-10-18,O,2040,508,759,8,1781
2024-10-19,A,0,511,461,0,50
2024-10-19,AB,11,155,80,0,86
2024-10-19,B,0,569,468,0,101
2024-10-19,O,1781,937,717,7,1994
2024-10-20,A,50,789,387,1,451
2024-10-20,AB,86,158,83,2,159
2024-10-20,B,101,832,483,3,447
2024-10-20,O,1994,1294,774,18,2496
2024-10-21,A,451,350,461,4,336
2024-10-21,AB,159,78,96,4,137
2024-10-21,B,447,376,537,3,283
2024-10-21,O,2496,522,762,15,2241
2024-10-22,A,336,460,447,1,348
2024-10-22,AB,137,116,95,0,158
2024-10-22,B,283,541,521,2,301
2024-10-22,O,2241,782,739,16,2268
2024-10-23,A,348,441,449,2,338
2024-10-23,AB,158,116,85,1,188
2024-10-23,B,301,517,515,2,301
2024-10-23,O,2268,829,801,10,2286
2024-10-24,A,338,398,460,1,275
2024-10-24,AB,188,89,81,1,195
2024-10-24,B,301,436,539,1,197
2024-10-24,O,2286,611,758,13,2126
2024-10-25,A,275,231,456,1,49
2024-10-25,AB,195,58,105,2,146
2024-10-25,B,197,241,438,0,0
2024-10-25,O,2126,381,800,8,1699
2024-10-26,A,49,458,430,2,75
2024-10-26,AB,146,103,89,0,160
2024-10-26,B,0,500,500,0,0
2024-10-26,O,1699,814,778,9,1726
2024-10-27,A,75,608,683,0,0
2024-10-27,AB,160,140,84,2,214
2024-10-27,B,0,740,472,0,268
2024-10-27,O,1726,1140,779,8,2079
2024-10-28,A,0,305,305,0,0
2024-10-28,AB,214,76,84,3,203
2024-10-28,B,268,323,527,0,64
2024-10-28,O,2079,464,809,9,1725
2024-10-29,A,0,272,272,0,0
2024-10-29,AB,203,61,89,0,175
2024-10-29,B,64,356,420,0,0
2024-10-29,O,1725,470,824,10,1361
2024-10-30,A,0,331,331,0,0
2024-10-30,AB,175,86,88,0,173
2024-10-30,B,0,352,352,0,0
2024-10-30,O,1361,521,753,7,1122
2024-10-31,A,0,547,464,1,82
2024-10-31,AB,173,108,234,1,46
2024-10-31,B,0,526,482,0,44
2024-10-31,O,1122,935,790,6,1261
2024-11-01,A,82,239,321,0,0
2024-11-01,AB,46,27,73,0,0
2024-11-01,B,44,248,292,0,0
2024-11-01,O,1261,426,757,3,927
2024-11-02,A,0,373,373,0,0
2024-11-02,AB,0,84,81,0,3
2024-11-02,B,0,408,408,0,0
2024-11-02,O,927,646,685,6,882
2024-11-03,A,0,704,704,0,0
2024-11-03,AB,3,155,92,0,66
2024-11-03,B,0,703,463,0,240
2024-11-03,O,882,1206,744,9,1335
2024-11-04,A,0,195,195,0,0
2024-11-04,AB,66,49,78,0,37
2024-11-04,B,240,232,448,0,24
2024-11-04,O,1335,352,799,6,882
2024-11-05,A,0,299,299,0,0
2024-11-05,AB,37,80,80,1,36
2024-11-05,B,24,375,399,0,0
2024-11-05,O,882,603,719,5,761
2024-11-06,A,0,392,392,0,0
2024-11-06,AB,36,95,100,1,30
2024-11-06,B,0,444,444,0,0
2024-11-06,O,761,638,719,4,676
2024-11-07,A,0,217,217,0,0
2024-11-07,AB,30,49,79,0,0
2024-11-07,B,0,243,243,0,0
2024-11-07,O,676,388,760,2,302
2024-11-08,A,0,237,237,0,0
2024-11-08,AB,0,52,52,0,0
2024-11-08,B,0,337,337,0,0
2024-11-08,O,302,454,713,1,42
2024-11-09,A,0,540,367,0,173
2024-11-09,AB,0,108,89,1,18
2024-11-09,B,0,587,446,1,140
2024-11-09,O,42,872,718,1,195
2024-11-10,A,173,698,414,0,457
2024-11-10,AB,18,143,89,0,72
2024-11-10,B,140,680,477,0,343
2024-11-10,O,195,1165,710,1,649
2024-11-11,A,457,239,406,2,288
2024-11-11,AB,72,71,98,1,44
2024-11-11,B,343,294,521,1,115
2024-11-11,O,649,431,819,1,260
2024-11-12,A,288,283,360,0,211
2024-11-12,AB,44,61,95,0,10
2024-11-12,B,115,360,475,0,0
2024-11-12,O,260,576,736,0,100
2024-11-13,A,211,387,386,1,211
2024-11-13,AB,10,93,87,0,16
2024-11-13,B,0,517,464,0,53
2024-11-13,O,100,728,782,0,46
2024-11-14,A,211,419,401,2,227
2024-11-14,AB,16,107,91,0,32
2024-11-14,B,53,486,482,1,56
2024-11-14,O,46,705,748,0,3
2024-11-15,A,227,214,369,1,71
2024-11-15,AB,32,61,93,0,0
2024-11-15,B,56,222,278,0,0
2024-11-15,O,3,380,383,0,0
2024-11-16,A,71,704,377,2,396
2024-11-16,AB,0,171,84,0,87
2024-11-16,B,0,729,456,0,273
2024-11-16,O,0,1358,769,4,585
2024-11-17,A,396,752,381,4,763
2024-11-17,AB,87,177,81,2,181
2024-11-17,B,273,793,491,4,571
2024-11-17,O,585,1243,757,3,1068
2024-11-18,A,763,309,414,2,656
2024-11-18,AB,181,66,104,0,143
2024-11-18,B,571,326,514,0,383
2024-11-18,O,1068,551,774,4,841
2024-11-19,A,656,409,406,2,657
2024-11-19,AB,143,90,98,1,134
2024-11-19,B,383,462,457,3,385
2024-11-19,O,841,700,726,3,812
2024-11-20,A,657,365,439,3,580
2024-11-20,AB,134,81,87,1,127
2024-11-20,B,385,405,528,0,262
2024-11-20,O,812,652,740,4,720
2024-11-21,A,580,363,393,3,547
2024-11-21,AB,127,83,85,0,125
2024-11-21,B,262,407,459,1,209
2024-11-21,O,720,700,748,3,669
2024-11-22,A,547,214,384,2,375
2024-11-22,AB,125,54,81,1,97
